CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),CPU Link
ARM Cortex-A57 2 Core 1479 MHz,318,4746,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+2+Core+1479+MHz&id=5646
ARM Cortex-A57 4 Core 1479 MHz,956,4001,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+4+Core+1479+MHz&id=3914
ARM Cortex-A57 4 Core 1734 MHz,"1,170",3782,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+4+Core+1734+MHz&id=4630
ARM Cortex-A57 4 Core 1912 MHz,990,3971,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+4+Core+1912+MHz&id=5314
ARM Cortex-A57 4 Core 2014 MHz,"1,229",3717,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+4+Core+2014+MHz&id=4212
ARM Cortex-A57 4 Core 2091 MHz,"1,192",3760,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+4+Core+2091+MHz&id=4809
ARM Cortex-A57 8 Core 1500 MHz,"1,022",3939,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+8+Core+1500+MHz&id=4140
ARM Cortex-A57 8 Core 1766 MHz,"3,766",2324,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A57+8+Core+1766+MHz&id=5082
ARM Cortex-A7 2 Core 1080 MHz,142,5006,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+2+Core+1080+MHz&id=4337
ARM Cortex-A7 2 Core 960 MHz,111,5045,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+2+Core+960+MHz&id=4183
ARM Cortex-A7 2 Core 996 MHz,138,5012,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+2+Core+996+MHz&id=5207
ARM Cortex-A7 4 Core 1000 MHz,278,4806,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+1000+MHz&id=6068
ARM Cortex-A7 4 Core 1008 MHz,269,4819,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+1008+MHz&id=5074
ARM Cortex-A7 4 Core 1200 MHz,219,4897,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+1200+MHz&id=4197
ARM Cortex-A7 4 Core 1296 MHz,253,4839,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+1296+MHz&id=5746
ARM Cortex-A7 4 Core 1300 MHz,343,4704,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+1300+MHz&id=4769
ARM Cortex-A7 4 Core 1368 MHz,354,4692,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+1368+MHz&id=4269
ARM Cortex-A7 4 Core 1392 MHz,318,4745,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+1392+MHz&id=6385
ARM Cortex-A7 4 Core 900 MHz,230,4881,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A7+4+Core+900+MHz&id=4211
ARM Cortex-A715 4 Core 2200 MHz,"3,432",2422,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A715+4+Core+2200+MHz&id=6496
ARM Cortex-A72 16 Core 2000 MHz,"5,110",2019,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+16+Core+2000+MHz&id=6436
ARM Cortex-A72 16 Core 2200 MHz,"5,470",1948,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+16+Core+2200+MHz&id=5152
ARM Cortex-A72 4 Core 1000 MHz,608,4409,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1000+MHz&id=5262
ARM Cortex-A72 4 Core 1200 MHz,174,4963,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1200+MHz&id=4956
ARM Cortex-A72 4 Core 1416 MHz,927,4030,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1416+MHz&id=5620
ARM Cortex-A72 4 Core 1500 MHz,617,4401,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1500+MHz&id=3917
ARM Cortex-A72 4 Core 1600 MHz,667,4344,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1600+MHz&id=4940
ARM Cortex-A72 4 Core 1700 MHz,541,4486,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1700+MHz&id=5259
ARM Cortex-A72 4 Core 1750 MHz,335,4720,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1750+MHz&id=4490
ARM Cortex-A72 4 Core 1800 MHz,682,4320,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1800+MHz&id=4078
ARM Cortex-A72 4 Core 1850 MHz,199,4919,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1850+MHz&id=4491
ARM Cortex-A72 4 Core 1900 MHz,742,4250,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+1900+MHz&id=4983
ARM Cortex-A72 4 Core 2000 MHz,766,4214,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2000+MHz&id=4077
ARM Cortex-A72 4 Core 2016 MHz,"2,201",3044,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2016+MHz&id=6214
ARM Cortex-A72 4 Core 2100 MHz,674,4333,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2100+MHz&id=4468
ARM Cortex-A72 4 Core 2200 MHz,811,4159,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2200+MHz&id=4134
ARM Cortex-A72 4 Core 2208 MHz,"2,290",2982,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2208+MHz&id=6242
ARM Cortex-A72 4 Core 2300 MHz,915,4037,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2300+MHz&id=4538
ARM Cortex-A72 4 Core 2394 MHz,"1,254",3695,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2394+MHz&id=4973
ARM Cortex-A72 4 Core 2400 MHz,"1,295",3656,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2400+MHz&id=4945
ARM Cortex-A72 4 Core 2800 MHz,314,4756,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+2800+MHz&id=5766
ARM Cortex-A72 4 Core 800 MHz,279,4802,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+4+Core+800+MHz&id=4939
ARM Cortex-A72 6 Core 1008 MHz,734,4259,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+6+Core+1008+MHz&id=5610
ARM Cortex-A72 6 Core 1416 MHz,"1,071",3885,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+6+Core+1416+MHz&id=4487
ARM Cortex-A72 6 Core 1512 MHz,"1,183",3768,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A72+6+Core+1512+MHz&id=4679
ARM Cortex-A73 4 Core 1800 MHz,853,4115,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+4+Core+1800+MHz&id=6279
ARM Cortex-A73 4 Core 1844 MHz,"1,368",3604,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+4+Core+1844+MHz&id=5950
ARM Cortex-A73 4 Core 1900 MHz,"1,547",3479,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+4+Core+1900+MHz&id=6043
ARM Cortex-A73 4 Core 1989 MHz,"1,820",3284,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+4+Core+1989+MHz&id=5992
ARM Cortex-A73 4 Core 2100 MHz,"1,185",3765,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+4+Core+2100+MHz&id=5902
ARM Cortex-A73 6 Core 1896 MHz,"1,242",3707,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+6+Core+1896+MHz&id=6138
ARM Cortex-A73 6 Core 1992 MHz,"1,311",3646,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+6+Core+1992+MHz&id=4567
ARM Cortex-A73 6 Core 2016 MHz,"1,445",3546,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+6+Core+2016+MHz&id=4941
ARM Cortex-A73 8 Core 1989 MHz,"1,803",3299,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A73+8+Core+1989+MHz&id=6468
ARM Cortex-A76 4 Core 1500 MHz,"1,488",3522,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+1500+MHz&id=6145
ARM Cortex-A76 4 Core 1800 MHz,"3,118",2566,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+1800+MHz&id=5424
ARM Cortex-A76 4 Core 2400 MHz,"2,163",3070,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+2400+MHz&id=5743
ARM Cortex-A76 4 Core 2500 MHz,"2,342",2959,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+2500+MHz&id=6426
ARM Cortex-A76 4 Core 2600 MHz,"2,319",2968,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+2600+MHz&id=5893
ARM Cortex-A76 4 Core 2700 MHz,"2,383",2931,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+2700+MHz&id=5881
ARM Cortex-A76 4 Core 2800 MHz,"2,460",2878,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+2800+MHz&id=5758
ARM Cortex-A76 4 Core 2900 MHz,"2,576",2818,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+2900+MHz&id=5780
ARM Cortex-A76 4 Core 3000 MHz,"2,575",2821,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+3000+MHz&id=5739
ARM Cortex-A76 4 Core 3100 MHz,"2,734",2733,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+3100+MHz&id=6157
ARM Cortex-A76 4 Core 3200 MHz,"2,579",2814,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+3200+MHz&id=5829
ARM Cortex-A76 4 Core 3300 MHz,"2,493",2864,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+3300+MHz&id=5769
ARM Cortex-A76 4 Core 3400 MHz,"2,580",2813,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+4+Core+3400+MHz&id=5770
ARM Cortex-A76 8 Core 1800 MHz,"2,975",2633,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A76+8+Core+1800+MHz&id=4929
ARM Cortex-A78 4 Core 1958 MHz,"3,530",2392,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78+4+Core+1958+MHz&id=6589
ARM Cortex-A78 4 Core 2000 MHz,"3,016",2609,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78+4+Core+2000+MHz&id=5476
ARM Cortex-A78AE 10 Core 2112 MHz,"5,520",1933,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78AE+10+Core+2112+MHz&id=6362
ARM Cortex-A78AE 12 Core 2201 MHz,"7,176",1610,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78AE+12+Core+2201+MHz&id=6419
ARM Cortex-A78AE 6 Core 1510 MHz,"2,631",2789,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78AE+6+Core+1510+MHz&id=6300
ARM Cortex-A78AE 6 Core 1728 MHz,"2,869",2679,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78AE+6+Core+1728+MHz&id=6428
ARM Cortex-A78AE 8 Core 1984 MHz,"3,954",2263,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78AE+8+Core+1984+MHz&id=6298
ARM Cortex-A78AE 8 Core 2201 MHz,"3,788",2314,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A78AE+8+Core+2201+MHz&id=6421
ARM Cortex-X1C 4 Core 2438 MHz,"6,007",1829,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-X1C+4+Core+2438+MHz&id=6155
ARM D2000/8 8 Core 2300 MHz,"2,674",2763,NA,NA,cpu_lookup.php?cpu=ARM+D2000%2F8+8+Core+2300+MHz&id=4825
ARM Falkor V1/Kryo 8 Core 1900 MHz,"1,652",3399,NA,NA,cpu_lookup.php?cpu=ARM+Falkor+V1%2FKryo+8+Core+1900+MHz&id=5014
ARM Firestorm 4 Core 2064 MHz,"7,804",1516,NA,NA,cpu_lookup.php?cpu=ARM+Firestorm+4+Core+2064+MHz&id=5727
ARM Firestorm 8 Core 2064 MHz,"6,775",1677,NA,NA,cpu_lookup.php?cpu=ARM+Firestorm+8+Core+2064+MHz&id=5401
ARM Firestorm-M1 4 Core 2064 MHz,"7,771",1522,NA,NA,cpu_lookup.php?cpu=ARM+Firestorm-M1+4+Core+2064+MHz&id=5823
ARM Firestorm-M1-Pro 8 Core 2064 MHz,"9,872",1313,NA,NA,cpu_lookup.php?cpu=ARM+Firestorm-M1-Pro+8+Core+2064+MHz&id=6223
ARM FT-2000/4 4 Core 2200 MHz,881,4077,NA,NA,cpu_lookup.php?cpu=ARM+FT-2000%2F4+4+Core+2200+MHz&id=4742
"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz","9,496",1344,NA,NA,cpu_lookup.php?cpu=ARM+HUAWEI%2CKunpeng+920+24+Core+2600+MHz&id=5983
ARM Kryo-3XX-Gold 4 Core 1766 MHz,"2,222",3036,NA,NA,cpu_lookup.php?cpu=ARM+Kryo-3XX-Gold+4+Core+1766+MHz&id=6156
ARM Kryo-3XX-Gold 8 Core 1766 MHz,"2,372",2940,NA,NA,cpu_lookup.php?cpu=ARM+Kryo-3XX-Gold+8+Core+1766+MHz&id=6630
ARM Kryo-4XX-Gold 8 Core 1804 MHz,"2,531",2847,NA,NA,cpu_lookup.php?cpu=ARM+Kryo-4XX-Gold+8+Core+1804+MHz&id=5386
ARM Kunpeng-920 24 Core 2600 MHz,"9,841",1319,NA,NA,cpu_lookup.php?cpu=ARM+Kunpeng-920+24+Core+2600+MHz&id=6464
ARM Kunpeng-920 8 Core 2600 MHz,"3,910",2276,NA,NA,cpu_lookup.php?cpu=ARM+Kunpeng-920+8+Core+2600+MHz&id=5985
ARM Neoverse-N1 128 Core 2800 MHz,"43,111",228,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+128+Core+2800+MHz&id=5256
ARM Neoverse-N1 128 Core 3000 MHz,"39,163",259,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+128+Core+3000+MHz&id=5009
ARM Neoverse-N1 32 Core 1700 MHz,"11,841",1183,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+32+Core+1700+MHz&id=5562
ARM Neoverse-N1 64 Core 0 MHz,"28,044",431,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+64+Core+0+MHz&id=4167
ARM Neoverse-N1 64 Core 2200 MHz,"20,250",735,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+64+Core+2200+MHz&id=5631
ARM Neoverse-N1 64 Core 3000 MHz,"17,515",867,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+64+Core+3000+MHz&id=6368
ARM Neoverse-N1 80 Core 2600 MHz,"18,823",799,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+80+Core+2600+MHz&id=4820
ARM Neoverse-N1 80 Core 2800 MHz,"11,755",1192,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+80+Core+2800+MHz&id=5333
ARM Neoverse-N1 80 Core 3000 MHz,"35,123",293,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+80+Core+3000+MHz&id=4504
ARM Neoverse-N1 96 Core 2800 MHz,"29,890",387,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N1+96+Core+2800+MHz&id=6308
ARM Neoverse-N2 8 Core 2500 MHz,"5,544",1926,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-N2+8+Core+2500+MHz&id=6230
ARM Neoverse-V2 72 Core 3465 MHz,"57,369",130,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-V2+72+Core+3465+MHz&id=6228
ARM Neoverse-V2 72 Core 3519 MHz,"57,240",131,NA,NA,cpu_lookup.php?cpu=ARM+Neoverse-V2+72+Core+3519+MHz&id=6097
ARM Phytium D3000 8 Core 2500 MHz,"5,528",1931,NA,NA,cpu_lookup.php?cpu=ARM+Phytium+D3000+8+Core+2500+MHz&id=6158
ARM phytium FT1500a 4 Core 2000 MHz,"1,579",3451,NA,NA,cpu_lookup.php?cpu=ARM+phytium+FT1500a+4+Core+2000+MHz&id=4002
"ARM Phytium,D2000/8 8 Core 2000 MHz","2,409",2918,NA,NA,cpu_lookup.php?cpu=ARM+Phytium%2CD2000%2F8+8+Core+2000+MHz&id=5421
"ARM Phytium,D2000/8 8 Core 2300 MHz","2,690",2753,NA,NA,cpu_lookup.php?cpu=ARM+Phytium%2CD2000%2F8+8+Core+2300+MHz&id=5225
"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz","2,522",2853,NA,NA,cpu_lookup.php?cpu=ARM+Phytium%2CD2000%2F8+E8C+8+Core+2300+MHz&id=4862
"ARM Phytium,FT-2000/4 8 Core 2300 MHz","2,720",2740,NA,NA,cpu_lookup.php?cpu=ARM+Phytium%2CFT-2000%2F4+8+Core+2300+MHz&id=5044
ARM X-Gene 32 Core 3000 MHz,"8,202",1468,NA,NA,cpu_lookup.php?cpu=ARM+X-Gene+32+Core+3000+MHz&id=5115
ARM X-Gene 32 Core 3300 MHz,"8,684",1417,NA,NA,cpu_lookup.php?cpu=ARM+X-Gene+32+Core+3300+MHz&id=4635
ASUS Tinker Board 2/2S,"1,771",3327,NA,NA,cpu_lookup.php?cpu=ASUS+Tinker+Board+2%2F2S&id=4682
Athlon 64 Dual Core 3800+,736,4256,NA,NA,cpu_lookup.php?cpu=Athlon+64+Dual+Core+3800%2B&id=2224
Athlon 64 Dual Core 5000+,850,4117,NA,NA,cpu_lookup.php?cpu=Athlon+64+Dual+Core+5000%2B&id=509
Athlon 64 Dual Core 5600+,875,4087,NA,NA,cpu_lookup.php?cpu=Athlon+64+Dual+Core+5600%2B&id=1607
Athlon Dual Core 4050e,670,4337,NA,NA,cpu_lookup.php?cpu=Athlon+Dual+Core+4050e&id=510
Athlon Dual Core 4450e,681,4324,NA,NA,cpu_lookup.php?cpu=Athlon+Dual+Core+4450e&id=511
Athlon Dual Core 4850e,769,4213,NA,NA,cpu_lookup.php?cpu=Athlon+Dual+Core+4850e&id=1608
BCM2711,852,4116,NA,NA,cpu_lookup.php?cpu=BCM2711&id=4297
BCM2712,"3,284",2496,NA,NA,cpu_lookup.php?cpu=BCM2712&id=6054
BCM2835,"1,239",3709,NA,NA,cpu_lookup.php?cpu=BCM2835&id=4671
Broadcom STB (Flattened Device Tree),659,4351,NA,NA,cpu_lookup.php?cpu=Broadcom+STB+%28Flattened+Device+Tree%29&id=5370
Celeron Dual-Core T3000 @ 1.80GHz,625,4391,NA,NA,cpu_lookup.php?cpu=Celeron+Dual-Core+T3000+%40+1.80GHz&id=512
Celeron Dual-Core T3100 @ 1.90GHz,610,4408,19.06,$32.00,cpu_lookup.php?cpu=Celeron+Dual-Core+T3100+%40+1.90GHz&id=513
Celeron Dual-Core T3300 @ 2.00GHz,633,4381,42.31,$14.97*,cpu_lookup.php?cpu=Celeron+Dual-Core+T3300+%40+2.00GHz&id=514
Celeron Dual-Core T3500 @ 2.10GHz,758,4223,NA,NA,cpu_lookup.php?cpu=Celeron+Dual-Core+T3500+%40+2.10GHz&id=515
CentaurHauls @2000MHz,"6,549",1715,NA,NA,cpu_lookup.php?cpu=CentaurHauls+%402000MHz&id=5667
CentaurHauls @2400MHz,"7,784",1518,NA,NA,cpu_lookup.php?cpu=CentaurHauls+%402400MHz&id=6389
CentaurHauls @2500MHz,"8,055",1487,NA,NA,cpu_lookup.php?cpu=CentaurHauls+%402500MHz&id=4879
Cortex-A76,51,5063,NA,NA,cpu_lookup.php?cpu=Cortex-A76&id=6412
DG1301SML87HY,"3,624",2369,NA,NA,cpu_lookup.php?cpu=DG1301SML87HY&id=4693
DO-Regular,"1,070",3886,NA,NA,cpu_lookup.php?cpu=DO-Regular&id=4357
Dual-Core AMD Opteron 1220 SE,748,4240,NA,NA,cpu_lookup.php?cpu=Dual-Core+AMD+Opteron+1220+SE&id=2856
Generic DT based system,632,4384,NA,NA,cpu_lookup.php?cpu=Generic+DT+based+system&id=4275
Giada JHS558 (Android),"2,022",3151,NA,NA,cpu_lookup.php?cpu=Giada+JHS558+%28Android%29&id=5518
Google GS201,"7,288",1590,NA,NA,cpu_lookup.php?cpu=Google+GS201&id=5364
Google R11 BtWifi Evt1.1,187,4945,NA,NA,cpu_lookup.php?cpu=Google+R11+BtWifi+Evt1.1&id=5324
Google Tensor,"6,714",1689,NA,NA,cpu_lookup.php?cpu=Google+Tensor&id=5349
Google Tensor G3,"8,108",1478,NA,NA,cpu_lookup.php?cpu=Google+Tensor+G3&id=5699
Google Tensor G4,"8,714",1412,NA,NA,cpu_lookup.php?cpu=Google+Tensor+G4&id=6227
Grandstream GXV3480 Video Phone,"1,078",3877,NA,NA,cpu_lookup.php?cpu=Grandstream+GXV3480+Video+Phone&id=5767
Hardkernel ODROID-N2Plus,"2,115",3096,NA,NA,cpu_lookup.php?cpu=Hardkernel+ODROID-N2Plus&id=4841
"Haydn based on Qualcomm Technologies, Inc SM8350","5,359",1966,NA,NA,cpu_lookup.php?cpu=Haydn+based+on+Qualcomm+Technologies%2C+Inc+SM8350&id=4271
hi6210sft,796,4179,NA,NA,cpu_lookup.php?cpu=hi6210sft&id=4448
High Performance Datacenter v,"1,610",3425,NA,NA,cpu_lookup.php?cpu=High+Performance+Datacenter+v&id=5147
HiSilicon Kirin,"6,883",1659,NA,NA,cpu_lookup.php?cpu=HiSilicon+Kirin&id=5267
HiSilicon Kirin 659,"1,893",3237,NA,NA,cpu_lookup.php?cpu=HiSilicon+Kirin+659&id=4310
Hisilicon Kirin 925,"1,053",3903,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin+925&id=6129
Hisilicon Kirin 930,"1,415",3574,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin+930&id=4021
Hisilicon Kirin 935,"1,599",3437,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin+935&id=4812
HiSilicon Kirin 950,"2,457",2882,NA,NA,cpu_lookup.php?cpu=HiSilicon+Kirin+950&id=4353
Hisilicon Kirin 955,"2,936",2649,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin+955&id=4885
HiSilicon Kirin 960,"2,897",2668,NA,NA,cpu_lookup.php?cpu=HiSilicon+Kirin+960&id=4056
HiSilicon Kirin 970,"2,908",2663,NA,NA,cpu_lookup.php?cpu=HiSilicon+Kirin+970&id=4292
Hisilicon Kirin 990,"3,965",2260,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin+990&id=3969
Hisilicon Kirin710,"2,442",2894,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin710&id=3951
Hisilicon Kirin810,"2,945",2646,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin810&id=4160
Hisilicon Kirin820,"3,893",2285,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin820&id=4446
Hisilicon Kirin9000,"5,083",2026,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin9000&id=4152
Hisilicon Kirin970,"2,681",2760,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin970&id=3943
Hisilicon Kirin980,"4,376",2159,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin980&id=3958
Hisilicon Kirin985,"4,162",2206,NA,NA,cpu_lookup.php?cpu=Hisilicon+Kirin985&id=4149
HP Hexa-Core 2.0GHz,"1,741",3342,3.45,$504.27*,cpu_lookup.php?cpu=HP+Hexa-Core+2.0GHz&id=2415
Hygon C86 3185 8-core,"9,243",1370,NA,NA,cpu_lookup.php?cpu=Hygon+C86+3185+8-core&id=5096
Hygon C86 3250 8-core,"11,476",1209,NA,NA,cpu_lookup.php?cpu=Hygon+C86+3250+8-core&id=5291
Hygon C86 3350 8-core,"12,292",1161,NA,NA,cpu_lookup.php?cpu=Hygon+C86+3350+8-core&id=6150
Hygon C86 7255 16-core,"18,831",798,NA,NA,cpu_lookup.php?cpu=Hygon+C86+7255+16-core&id=4658
Hygon C86-4G (OPN:3490),"26,064",488,NA,NA,cpu_lookup.php?cpu=Hygon+C86-4G+%28OPN%3A3490%29&id=6553
Intel 2.80GHz,341,4705,NA,NA,cpu_lookup.php?cpu=Intel+2.80GHz&id=3474
Intel 300,"7,254",1601,88.47,$82.00*,cpu_lookup.php?cpu=Intel+300&id=5862
Intel 300T,"6,205",1785,75.67,$82.00*,cpu_lookup.php?cpu=Intel+300T&id=6472
Intel Atom 230 @ 1.60GHz,169,4967,NA,NA,cpu_lookup.php?cpu=Intel+Atom+230+%40+1.60GHz&id=603
Intel Atom 330 @ 1.60GHz,382,4667,NA,NA,cpu_lookup.php?cpu=Intel+Atom+330+%40+1.60GHz&id=604
Intel Atom C1110,"3,170",2544,NA,NA,cpu_lookup.php?cpu=Intel+Atom+C1110&id=5808
Intel Atom C2338 @ 1.74GHz,584,4437,NA,NA,cpu_lookup.php?cpu=Intel+Atom+C2338+%40+1.74GHz&id=2381
Intel Atom C2350 @ 1.74GHz,520,4512,12.10,$43.00*,cpu_lookup.php?cpu=Intel+Atom+C2350+%40+1.74GHz&id=4645
Intel Atom C2358 @ 1.74GHz,562,4465,NA,NA,cpu_lookup.php?cpu=Intel+Atom+C2358+%40+1.74GHz&id=2822
Intel Atom C2538 @ 2.40GHz,874,4090,8.40,$104.00*,cpu_lookup.php?cpu=Intel+Atom+C2538+%40+2.40GHz&id=3252
Intel Atom C2550 @ 2.40GHz,"1,422",3570,NA,NA,cpu_lookup.php?cpu=Intel+Atom+C2550+%40+2.40GHz&id=2331
Intel Atom C2558 @ 2.40GHz,"1,424",3568,10.47,$136.00*,cpu_lookup.php?cpu=Intel+Atom+C2558+%40+2.40GHz&id=2557
Intel Atom C2750 @ 2.40GHz,"2,787",2707,12.01,$232.00*,cpu_lookup.php?cpu=Intel+Atom+C2750+%40+2.40GHz&id=2185
Intel Atom C2750 @ 2.41GHz,"2,174",3064,NA,NA,cpu_lookup.php?cpu=Intel+Atom+C2750+%40+2.41GHz&id=2534
Intel Atom C2758 @ 2.40GHz,"2,397",2923,11.16,$214.86*,cpu_lookup.php?cpu=Intel+Atom+C2758+%40+2.40GHz&id=2564
Intel Atom C3338 @ 1.50GHz,"1,028",3929,NA,NA,cpu_lookup.php?cpu=Intel+Atom+C3338+%40+1.50GHz&id=4290
Intel Atom C3508 @ 1.60GHz,"1,796",3307,20.47,$87.75*,cpu_lookup.php?cpu=Intel+Atom+C3508+%40+1.60GHz&id=5910
Intel Atom C3538 @ 2.10GHz,"1,889",3240,25.18,$75.00*,cpu_lookup.php?cpu=Intel+Atom+C3538+%40+2.10GHz&id=3253
Intel Atom C3558 @ 2.20GHz,"2,431",2901,28.27,$86.00*,cpu_lookup.php?cpu=Intel+Atom+C3558+%40+2.20GHz&id=3129
Intel Atom C3758 @ 2.20GHz,"4,614",2107,23.91,$193.00*,cpu_lookup.php?cpu=Intel+Atom+C3758+%40+2.20GHz&id=3696
Intel Atom C3758R @ 2.40GHz,"5,100",2021,22.77,$224.00*,cpu_lookup.php?cpu=Intel+Atom+C3758R+%40+2.40GHz&id=5843
