CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),CPU Link
AMD Sempron 3600+,364,4682,24.24,$15.00*,cpu_lookup.php?cpu=AMD+Sempron+3600%2B&id=423
AMD Sempron 3800+,360,4685,24.03,$14.99*,cpu_lookup.php?cpu=AMD+Sempron+3800%2B&id=424
AMD Sempron 3850 APU,"1,174",3779,24.67,$47.57*,cpu_lookup.php?cpu=AMD+Sempron+3850+APU&id=2209
AMD Sempron Dual Core 2100,506,4528,13.31,$37.99*,cpu_lookup.php?cpu=AMD+Sempron+Dual+Core+2100&id=414
AMD Sempron Dual Core 2200,563,4463,14.09,$39.95*,cpu_lookup.php?cpu=AMD+Sempron+Dual+Core+2200&id=415
AMD Sempron Dual Core 2300,555,4474,13.22,$41.99*,cpu_lookup.php?cpu=AMD+Sempron+Dual+Core+2300&id=416
AMD Sempron LE-1100,315,4752,9.02,$34.95*,cpu_lookup.php?cpu=AMD+Sempron+LE-1100&id=425
AMD Sempron LE-1150,251,4843,16.82,$14.94*,cpu_lookup.php?cpu=AMD+Sempron+LE-1150&id=426
AMD Sempron LE-1200,349,4695,23.32,$14.95*,cpu_lookup.php?cpu=AMD+Sempron+LE-1200&id=427
AMD Sempron LE-1250,301,4773,2.73,$109.95*,cpu_lookup.php?cpu=AMD+Sempron+LE-1250&id=428
AMD Sempron LE-1300,417,4616,15.44,$27.00*,cpu_lookup.php?cpu=AMD+Sempron+LE-1300&id=429
AMD Sempron M100,332,4730,27.66,$12.00*,cpu_lookup.php?cpu=AMD+Sempron+M100&id=417
AMD Sempron M120,281,4800,NA,NA,cpu_lookup.php?cpu=AMD+Sempron+M120&id=418
AMD Sempron SI-40,288,4792,24.02,$12.00*,cpu_lookup.php?cpu=AMD+Sempron+SI-40&id=431
AMD Sempron SI-42,245,4851,8.15,$29.99*,cpu_lookup.php?cpu=AMD+Sempron+SI-42&id=432
AMD Sempron X2 180,826,4148,11.90,$69.40*,cpu_lookup.php?cpu=AMD+Sempron+X2+180&id=433
AMD Sempron X2 190,879,4080,10.53,$83.44*,cpu_lookup.php?cpu=AMD+Sempron+X2+190&id=434
AMD Sempron X2 198 Dual-Core,930,4026,NA,NA,cpu_lookup.php?cpu=AMD+Sempron+X2+198+Dual-Core&id=2528
AMD Turion 64 Mobile MK-36,334,4725,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+MK-36&id=447
AMD Turion 64 Mobile MK-38,362,4684,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+MK-38&id=448
AMD Turion 64 Mobile ML-28,254,4838,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-28&id=443
AMD Turion 64 Mobile ML-30,277,4808,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-30&id=444
AMD Turion 64 Mobile ML-32,285,4796,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-32&id=445
AMD Turion 64 Mobile ML-34,319,4743,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-34&id=449
AMD Turion 64 Mobile ML-37,334,4723,12.86,$25.99*,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-37&id=450
AMD Turion 64 Mobile ML-40,336,4717,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-40&id=446
AMD Turion 64 Mobile ML-42,400,4640,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-42&id=451
AMD Turion 64 Mobile ML-44,384,4664,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+ML-44&id=452
AMD Turion 64 Mobile MT-30,246,4849,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+MT-30&id=453
AMD Turion 64 Mobile MT-32,286,4794,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+MT-32&id=454
AMD Turion 64 Mobile MT-34,279,4803,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+MT-34&id=455
AMD Turion 64 Mobile MT-37,274,4812,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+Mobile+MT-37&id=1594
AMD Turion 64 X2 Mobile TL-50,474,4557,24.97,$18.99*,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-50&id=458
AMD Turion 64 X2 Mobile TL-52,534,4497,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-52&id=459
AMD Turion 64 X2 Mobile TL-56,514,4521,7.86,$65.40*,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-56&id=460
AMD Turion 64 X2 Mobile TL-58,483,4551,NA,NA,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-58&id=461
AMD Turion 64 X2 Mobile TL-60,635,4380,39.79,$15.95*,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-60&id=462
AMD Turion 64 X2 Mobile TL-62,649,4369,22.39,$29.00*,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-62&id=463
AMD Turion 64 X2 Mobile TL-64,675,4332,17.14,$39.39*,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-64&id=464
AMD Turion 64 X2 Mobile TL-66,716,4279,8.04,$89.00*,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-66&id=465
AMD Turion 64 X2 Mobile TL-68,866,4099,9.62,$90.00*,cpu_lookup.php?cpu=AMD+Turion+64+X2+Mobile+TL-68&id=466
AMD Turion Dual-Core RM-70,561,4466,22.46,$25.00*,cpu_lookup.php?cpu=AMD+Turion+Dual-Core+RM-70&id=436
AMD Turion Dual-Core RM-72,649,4370,21.69,$29.90*,cpu_lookup.php?cpu=AMD+Turion+Dual-Core+RM-72&id=437
AMD Turion Dual-Core RM-74,588,4432,NA,NA,cpu_lookup.php?cpu=AMD+Turion+Dual-Core+RM-74&id=2147
AMD Turion Dual-Core RM-75,659,4352,30.65,$21.49*,cpu_lookup.php?cpu=AMD+Turion+Dual-Core+RM-75&id=438
AMD Turion II Dual-Core Mobile M500,756,4226,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Dual-Core+Mobile+M500&id=470
AMD Turion II Dual-Core Mobile M520,855,4111,12.37,$69.10*,cpu_lookup.php?cpu=AMD+Turion+II+Dual-Core+Mobile+M520&id=471
AMD Turion II Dual-Core Mobile M540,912,4044,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Dual-Core+Mobile+M540&id=472
AMD Turion II N530 Dual-Core,855,4109,28.51,$30.00*,cpu_lookup.php?cpu=AMD+Turion+II+N530+Dual-Core&id=473
AMD Turion II N550 Dual-Core,877,4085,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+N550+Dual-Core&id=1596
AMD Turion II Neo K625 Dual-Core,618,4399,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Neo+K625+Dual-Core&id=474
AMD Turion II Neo K685 Dual-Core,684,4319,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Neo+K685+Dual-Core&id=475
AMD Turion II Neo N40L Dual-Core,617,4400,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Neo+N40L+Dual-Core&id=476
AMD Turion II Neo N54L Dual-Core,853,4114,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Neo+N54L+Dual-Core&id=477
AMD Turion II P520 Dual-Core,844,4127,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+P520+Dual-Core&id=478
AMD Turion II P540 Dual-Core,919,4036,18.39,$49.95*,cpu_lookup.php?cpu=AMD+Turion+II+P540+Dual-Core&id=479
AMD Turion II P560 Dual-Core,913,4041,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+P560+Dual-Core&id=480
AMD Turion II Ultra Dual-Core Mobile M600,955,4005,56.97,$16.76*,cpu_lookup.php?cpu=AMD+Turion+II+Ultra+Dual-Core+Mobile+M600&id=481
AMD Turion II Ultra Dual-Core Mobile M620,814,4156,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Ultra+Dual-Core+Mobile+M620&id=482
AMD Turion II Ultra Dual-Core Mobile M640,"1,034",3925,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Ultra+Dual-Core+Mobile+M640&id=483
AMD Turion II Ultra Dual-Core Mobile M660,"1,011",3949,NA,NA,cpu_lookup.php?cpu=AMD+Turion+II+Ultra+Dual-Core+Mobile+M660&id=1597
AMD Turion Neo X2 Dual Core L625,432,4594,NA,NA,cpu_lookup.php?cpu=AMD+Turion+Neo+X2+Dual+Core+L625&id=484
AMD Turion X2 Dual Core L510,603,4412,NA,NA,cpu_lookup.php?cpu=AMD+Turion+X2+Dual+Core+L510&id=1599
AMD Turion X2 Dual Core Mobile RM-70,497,4535,3.75,$132.56*,cpu_lookup.php?cpu=AMD+Turion+X2+Dual+Core+Mobile+RM-70&id=1459
AMD Turion X2 Dual Core Mobile RM-76,691,4312,NA,NA,cpu_lookup.php?cpu=AMD+Turion+X2+Dual+Core+Mobile+RM-76&id=499
AMD Turion X2 Dual-Core Mobile RM-70,612,4404,NA,NA,cpu_lookup.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-70&id=485
AMD Turion X2 Dual-Core Mobile RM-72,653,4362,2.91,$224.26*,cpu_lookup.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-72&id=486
AMD Turion X2 Dual-Core Mobile RM-74,655,4358,43.83,$14.95*,cpu_lookup.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-74&id=487
AMD Turion X2 Dual-Core Mobile RM-75,727,4267,NA,NA,cpu_lookup.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-75&id=488
AMD Turion X2 Dual-Core Mobile RM-76,799,4175,NA,NA,cpu_lookup.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-76&id=5794
AMD Turion X2 Dual-Core Mobile RM-77,562,4464,NA,NA,cpu_lookup.php?cpu=AMD+Turion+X2+Dual-Core+Mobile+RM-77&id=489
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,506,4527,10.14,$49.95*,cpu_lookup.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-80&id=490
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,733,4260,NA,NA,cpu_lookup.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-82&id=491
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802,4173,53.48,$14.99*,cpu_lookup.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-84&id=492
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828,4145,18.39,$45.00*,cpu_lookup.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-85&id=493
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,4307,11.39,$61.00*,cpu_lookup.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-86&id=494
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,741,4251,18.56,$39.95*,cpu_lookup.php?cpu=AMD+Turion+X2+Ultra+Dual-Core+Mobile+ZM-87&id=495
AMD TurionX2 Dual Core Mobile RM-70,536,4495,NA,NA,cpu_lookup.php?cpu=AMD+TurionX2+Dual+Core+Mobile+RM-70&id=496
AMD TurionX2 Dual Core Mobile RM-72,471,4561,NA,NA,cpu_lookup.php?cpu=AMD+TurionX2+Dual+Core+Mobile+RM-72&id=497
AMD TurionX2 Ultra DualCore Mobile ZM-85,841,4130,NA,NA,cpu_lookup.php?cpu=AMD+TurionX2+Ultra+DualCore+Mobile+ZM-85&id=2151
AMD TurionX2 Ultra DualCore Mobile ZM-87,599,4415,NA,NA,cpu_lookup.php?cpu=AMD+TurionX2+Ultra+DualCore+Mobile+ZM-87&id=4711
AMD V105,184,4948,NA,NA,cpu_lookup.php?cpu=AMD+V105&id=502
AMD V120,385,4662,NA,NA,cpu_lookup.php?cpu=AMD+V120&id=503
AMD V140,422,4607,10.57,$39.95*,cpu_lookup.php?cpu=AMD+V140&id=504
AMD V160,337,4714,NA,NA,cpu_lookup.php?cpu=AMD+V160&id=505
AMD Z-01,305,4770,NA,NA,cpu_lookup.php?cpu=AMD+Z-01&id=506
AMD Z-60 APU,262,4830,NA,NA,cpu_lookup.php?cpu=AMD+Z-60+APU&id=1870
Amlogic,650,4368,NA,NA,cpu_lookup.php?cpu=Amlogic&id=3999
Amlogic AMLS905D3,815,4155,NA,NA,cpu_lookup.php?cpu=Amlogic+AMLS905D3&id=6167
Amlogic AMLS905X2,754,4233,NA,NA,cpu_lookup.php?cpu=Amlogic+AMLS905X2&id=6384
Amlogic AMLS905X4,827,4147,NA,NA,cpu_lookup.php?cpu=Amlogic+AMLS905X4&id=6220
Amlogic AMLS905X5,"1,793",3310,NA,NA,cpu_lookup.php?cpu=Amlogic+AMLS905X5&id=6377
Amlogic AMLT982,972,3985,NA,NA,cpu_lookup.php?cpu=Amlogic+AMLT982&id=5864
Ampere ARM - 192 Core 3200 MHz,"57,444",127,NA,NA,cpu_lookup.php?cpu=Ampere+ARM+-+192+Core+3200+MHz&id=6057
ap201,565,4459,NA,NA,cpu_lookup.php?cpu=ap201&id=5814
Apple A11 Bionic,"4,427",2143,NA,NA,cpu_lookup.php?cpu=Apple+A11+Bionic&id=4034
Apple A12 Bionic,"5,014",2037,NA,NA,cpu_lookup.php?cpu=Apple+A12+Bionic&id=4066
Apple A12X Bionic,"11,089",1230,NA,NA,cpu_lookup.php?cpu=Apple+A12X+Bionic&id=4062
Apple A12Z Bionic,"9,365",1357,NA,NA,cpu_lookup.php?cpu=Apple+A12Z+Bionic&id=4063
Apple A13 Bionic,"5,733",1872,NA,NA,cpu_lookup.php?cpu=Apple+A13+Bionic&id=4065
Apple A14 Bionic,"8,560",1429,NA,NA,cpu_lookup.php?cpu=Apple+A14+Bionic&id=4061
Apple A15 Bionic,"9,899",1312,NA,NA,cpu_lookup.php?cpu=Apple+A15+Bionic&id=4536
Apple A16,"10,408",1270,NA,NA,cpu_lookup.php?cpu=Apple+A16&id=6566
Apple A16 Bionic,"11,019",1236,NA,NA,cpu_lookup.php?cpu=Apple+A16+Bionic&id=5016
Apple A17 Pro,"12,244",1166,NA,NA,cpu_lookup.php?cpu=Apple+A17+Pro&id=5683
Apple A18,"12,451",1156,NA,NA,cpu_lookup.php?cpu=Apple+A18&id=6274
Apple A18 Pro,"12,994",1122,NA,NA,cpu_lookup.php?cpu=Apple+A18+Pro&id=6268
Apple A8,"1,525",3501,NA,NA,cpu_lookup.php?cpu=Apple+A8&id=4114
Apple A8X,"2,379",2935,NA,NA,cpu_lookup.php?cpu=Apple+A8X&id=4069
Apple A9,"2,069",3122,NA,NA,cpu_lookup.php?cpu=Apple+A9&id=4073
Apple A9X,"2,517",2855,NA,NA,cpu_lookup.php?cpu=Apple+A9X&id=4072
Apple M1 8 Core 3200 MHz,"14,144",1049,NA,NA,cpu_lookup.php?cpu=Apple+M1+8+Core+3200+MHz&id=4104
Apple M1 Max 10 Core 3200 MHz,"22,131",634,NA,NA,cpu_lookup.php?cpu=Apple+M1+Max+10+Core+3200+MHz&id=4585
Apple M1 Pro 10 Core 3200 MHz,"21,898",646,NA,NA,cpu_lookup.php?cpu=Apple+M1+Pro+10+Core+3200+MHz&id=4580
Apple M1 Pro 8 Core 3200 MHz,"17,197",888,NA,NA,cpu_lookup.php?cpu=Apple+M1+Pro+8+Core+3200+MHz&id=4584
Apple M1 Ultra 20 Core,"41,344",241,NA,NA,cpu_lookup.php?cpu=Apple+M1+Ultra+20+Core&id=4782
Apple M2 8 Core 3500 MHz,"15,644",960,NA,NA,cpu_lookup.php?cpu=Apple+M2+8+Core+3500+MHz&id=4922
Apple M2 Max 12 Core 3680 MHz,"26,772",469,NA,NA,cpu_lookup.php?cpu=Apple+M2+Max+12+Core+3680+MHz&id=5183
Apple M2 Pro 10 Core 3480 MHz,"21,859",648,NA,NA,cpu_lookup.php?cpu=Apple+M2+Pro+10+Core+3480+MHz&id=5186
Apple M2 Pro 12 Core 3480 MHz,"26,624",474,NA,NA,cpu_lookup.php?cpu=Apple+M2+Pro+12+Core+3480+MHz&id=5189
Apple M2 Ultra 24 Core,"50,649",163,NA,NA,cpu_lookup.php?cpu=Apple+M2+Ultra+24+Core&id=5533
Apple M3 8 Core,"19,187",780,NA,NA,cpu_lookup.php?cpu=Apple+M3+8+Core&id=5749
Apple M3 Max 14 Core,"36,658",280,NA,NA,cpu_lookup.php?cpu=Apple+M3+Max+14+Core&id=5757
Apple M3 Max 16 Core,"41,224",244,NA,NA,cpu_lookup.php?cpu=Apple+M3+Max+16+Core&id=5748
Apple M3 Pro 11 Core,"24,860",526,NA,NA,cpu_lookup.php?cpu=Apple+M3+Pro+11+Core&id=5751
Apple M3 Pro 12 Core,"24,639",536,NA,NA,cpu_lookup.php?cpu=Apple+M3+Pro+12+Core&id=5750
Apple M4 10 Core,"24,159",551,NA,NA,cpu_lookup.php?cpu=Apple+M4+10+Core&id=6040
Apple M4 8 Core,"20,794",697,NA,NA,cpu_lookup.php?cpu=Apple+M4+8+Core&id=6374
Apple M4 9 Core,"22,249",627,NA,NA,cpu_lookup.php?cpu=Apple+M4+9+Core&id=6046
Apple M4 Max 14 Core,"38,582",266,NA,NA,cpu_lookup.php?cpu=Apple+M4+Max+14+Core&id=6347
Apple M4 Max 16 Core,"43,704",221,NA,NA,cpu_lookup.php?cpu=Apple+M4+Max+16+Core&id=6348
Apple M4 Pro 12 Core,"33,140",325,NA,NA,cpu_lookup.php?cpu=Apple+M4+Pro+12+Core&id=6346
Apple M4 Pro 14 Core,"38,339",268,NA,NA,cpu_lookup.php?cpu=Apple+M4+Pro+14+Core&id=6345
ARM - 32 Core 2911 MHz,"8,132",1477,NA,NA,cpu_lookup.php?cpu=ARM+-+32+Core+2911+MHz&id=5798
ARM - 32 Core 3300 MHz,"8,684",1416,NA,NA,cpu_lookup.php?cpu=ARM+-+32+Core+3300+MHz&id=5810
ARM - 4 Core 2016 MHz,"3,653",2357,NA,NA,cpu_lookup.php?cpu=ARM+-+4+Core+2016+MHz&id=6417
ARM - 8 Core 1766 MHz,"4,080",2234,NA,NA,cpu_lookup.php?cpu=ARM+-+8+Core+1766+MHz&id=5037
ARM - 8 Core 1800 MHz,"3,229",2524,NA,NA,cpu_lookup.php?cpu=ARM+-+8+Core+1800+MHz&id=6232
ARM - 8 Core 2208 MHz,"2,270",3000,NA,NA,cpu_lookup.php?cpu=ARM+-+8+Core+2208+MHz&id=6229
ARM - 8 Core 2424 MHz,"8,610",1424,NA,NA,cpu_lookup.php?cpu=ARM+-+8+Core+2424+MHz&id=5277
ARM Ampere-1a 192 Core 2600 MHz,"47,202",186,NA,NA,cpu_lookup.php?cpu=ARM+Ampere-1a+192+Core+2600+MHz&id=6415
ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz,776,4204,NA,NA,cpu_lookup.php?cpu=ARM+ARMv7+rev+1+%28v7l%29+4+Core+1608+MHz&id=6215
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,843,4128,NA,NA,cpu_lookup.php?cpu=ARM+ARMv7+rev+1+%28v7l%29+4+Core+1800+MHz&id=5735
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984,3976,NA,NA,cpu_lookup.php?cpu=ARM+ARMv7+rev+3+%28v7l%29+4+Core+2065+MHz&id=4614
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,403,4635,NA,NA,cpu_lookup.php?cpu=ARM+ARMv7+rev+4+%28v7l%29+4+Core+1200+MHz&id=3921
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,399,4644,NA,NA,cpu_lookup.php?cpu=ARM+ARMv7+rev+4+%28v7l%29+4+Core+1400+MHz&id=4839
ARM ARMv7 rev 5 (v7l) 4 Core 1200 MHz,325,4739,NA,NA,cpu_lookup.php?cpu=ARM+ARMv7+rev+5+%28v7l%29+4+Core+1200+MHz&id=6151
ARM ARMv8 rev 1 (v8l) 4 Core 1510 MHz,"1,042",3916,NA,NA,cpu_lookup.php?cpu=ARM+ARMv8+rev+1+%28v8l%29+4+Core+1510+MHz&id=6606
ARM ARMv8 rev 1 (v8l) 4 Core 1984 MHz,"1,473",3527,NA,NA,cpu_lookup.php?cpu=ARM+ARMv8+rev+1+%28v8l%29+4+Core+1984+MHz&id=5989
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,"2,553",2834,NA,NA,cpu_lookup.php?cpu=ARM+ARMv8+rev+1+%28v8l%29+6+Core+1510+MHz&id=5445
ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz,"2,776",2712,NA,NA,cpu_lookup.php?cpu=ARM+ARMv8+rev+1+%28v8l%29+6+Core+1984+MHz&id=5945
ARM Avalanche-M2 4 Core 2424 MHz,"8,233",1463,NA,NA,cpu_lookup.php?cpu=ARM+Avalanche-M2+4+Core+2424+MHz&id=5997
ARM CIX P1 CD8180 7 Core 2500 MHz,"5,505",1939,NA,NA,cpu_lookup.php?cpu=ARM+CIX+P1+CD8180+7+Core+2500+MHz&id=6561
ARM Cortex-A15 4 Core 1400 MHz,"1,141",3813,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A15+4+Core+1400+MHz&id=5517
ARM Cortex-A15 4 Core 1500 MHz,"1,304",3651,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A15+4+Core+1500+MHz&id=5507
ARM Cortex-A15 4 Core 2000 MHz,923,4032,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A15+4+Core+2000+MHz&id=5261
ARM Cortex-A15 8 Core 1400 MHz,"1,160",3792,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A15+8+Core+1400+MHz&id=5046
ARM Cortex-A17 4 Core 1800 MHz,781,4201,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A17+4+Core+1800+MHz&id=4559
ARM Cortex-A35 4 Core 1200 MHz,329,4735,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A35+4+Core+1200+MHz&id=5048
ARM Cortex-A35 4 Core 1296 MHz,334,4724,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A35+4+Core+1296+MHz&id=4678
ARM Cortex-A53 4 Core 1000 MHz,215,4899,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1000+MHz&id=5100
ARM Cortex-A53 4 Core 1008 MHz,310,4764,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1008+MHz&id=5694
ARM Cortex-A53 4 Core 1152 MHz,339,4709,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1152+MHz&id=4121
ARM Cortex-A53 4 Core 1199 MHz,421,4609,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1199+MHz&id=5428
ARM Cortex-A53 4 Core 1200 MHz,274,4811,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1200+MHz&id=4129
ARM Cortex-A53 4 Core 1296 MHz,418,4614,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1296+MHz&id=4151
ARM Cortex-A53 4 Core 1300 MHz,438,4589,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1300+MHz&id=5744
ARM Cortex-A53 4 Core 1333 MHz,207,4908,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1333+MHz&id=5443
ARM Cortex-A53 4 Core 1368 MHz,385,4661,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1368+MHz&id=5148
ARM Cortex-A53 4 Core 1392 MHz,417,4615,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1392+MHz&id=4600
ARM Cortex-A53 4 Core 1400 MHz,273,4815,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1400+MHz&id=4143
ARM Cortex-A53 4 Core 1416 MHz,470,4563,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1416+MHz&id=6552
ARM Cortex-A53 4 Core 1500 MHz,340,4707,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1500+MHz&id=4984
ARM Cortex-A53 4 Core 1512 MHz,468,4567,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1512+MHz&id=4221
ARM Cortex-A53 4 Core 1536 MHz,222,4893,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1536+MHz&id=4314
ARM Cortex-A53 4 Core 1600 MHz,469,4565,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1600+MHz&id=4698
ARM Cortex-A53 4 Core 1608 MHz,462,4572,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1608+MHz&id=5838
ARM Cortex-A53 4 Core 1704 MHz,556,4471,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1704+MHz&id=5030
ARM Cortex-A53 4 Core 1800 MHz,513,4523,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1800+MHz&id=4128
ARM Cortex-A53 4 Core 1908 MHz,638,4375,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+1908+MHz&id=4976
ARM Cortex-A53 4 Core 2016 MHz,429,4598,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+2016+MHz&id=5705
ARM Cortex-A53 4 Core 2040 MHz,593,4423,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+2040+MHz&id=6433
ARM Cortex-A53 4 Core 600 MHz,220,4895,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+4+Core+600+MHz&id=5584
ARM Cortex-A53 6 Core 1896 MHz,"1,851",3261,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+6+Core+1896+MHz&id=4011
ARM Cortex-A53 8 Core 1512 MHz,702,4300,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A53+8+Core+1512+MHz&id=4150
ARM Cortex-A55 4 Core 1416 MHz,496,4538,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+1416+MHz&id=5755
ARM Cortex-A55 4 Core 1800 MHz,630,4385,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+1800+MHz&id=4863
ARM Cortex-A55 4 Core 1908 MHz,707,4291,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+1908+MHz&id=6168
ARM Cortex-A55 4 Core 1992 MHz,681,4323,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+1992+MHz&id=4735
ARM Cortex-A55 4 Core 2000 MHz,711,4285,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+2000+MHz&id=6482
ARM Cortex-A55 4 Core 2016 MHz,755,4231,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+2016+MHz&id=6146
ARM Cortex-A55 4 Core 2100 MHz,676,4330,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+2100+MHz&id=4555
ARM Cortex-A55 4 Core 2124 MHz,742,4249,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+2124+MHz&id=4756
ARM Cortex-A55 4 Core 2208 MHz,798,4177,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+4+Core+2208+MHz&id=6543
ARM Cortex-A55 8 Core 1416 MHz,"1,113",3833,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+8+Core+1416+MHz&id=6425
ARM Cortex-A55 8 Core 1800 MHz,"3,013",2612,NA,NA,cpu_lookup.php?cpu=ARM+Cortex-A55+8+Core+1800+MHz&id=5104
