name,steam_appid,is_free,header_image,minimum_req,genres,recommendations,release_date
PowerSimulator,1745980,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1745980/header.jpg?t=1688473621,"['{""OS"": ""windows 10""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]",180,"18 Jun, 2023"
Murders on the Yangtze River,1746030,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1746030/header.jpg?t=1736569273,"['{""OS "": ""Windows 7"", ""Processor"": ""IntelR CoreTM i54590 CPU 33GHz"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Intel GMA 950"", ""DirectX"": ""Version 90"", ""Storage"": ""8 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",13470,"30 Jan, 2024"
DUMB: Treasure,1746370,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1746370/header.jpg?t=1731936003,"['{""OS "": ""Windows XP Vista 7810"", ""Processor"": ""2 GHz"", ""Memory"": ""4 GB RAM"", ""DirectX"": ""Version 90"", ""Storage"": ""300 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"16 Sep, 2021"
Savior of Light,1746780,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1746780/header.jpg?t=1634315112,"['{""OS "": ""Microsoft Windows 788110 32bit64bit"", ""Processor"": ""Intel Core2 Duo or better"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""DirectX 9OpenGL 41 capable GPU"", ""Storage"": ""6 GB available space"", ""Additional Notes"": ""1280x768 or better Display""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"15 Oct, 2021"
Serene Asylum,1746870,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1746870/header.jpg?t=1637630378,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64Bit"", ""Processor"": ""Intel Core i54590  AMD FX 8350"", ""Graphics"": ""NVIDIA GTX 970  AMD Radeon R9 290"", ""Storage"": ""2 GB available space""}']","[{'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"5 Oct, 2021"
"Kingdom Fall, Dawn of the Druid",1746890,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1746890/header.jpg?t=1633734238,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""64bit Windows"", ""Processor"": ""Intel CPU Core i32120 33 GHz  AMD CPU FX6300 35 GHz"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Nvidia GeForce GTX 760 2 GB  AMD Radeon HD 7850 2 GB"", ""DirectX"": ""Version 11"", ""Storage"": ""15 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free To Play'}, {'id': '3', 'description': 'RPG'}]",,"8 Oct, 2021"
SunnySide,1746930,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1746930/header.jpg?t=1737745049,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""OS Windows 10"", ""Processor"": ""Intel Core i52300  AMD Ryzen 3 1200"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GeForce Gtx 1660 Super  AMD Radeon RX 590"", ""DirectX"": ""Version 11""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",845,"14 Jun, 2024"
Sam & Max: Beyond Time and Space,1747050,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747050/header.jpg?t=1728163735,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 64Bit Service Pack 1"", ""Processor"": ""Intel Core 2 Duo 24GHz"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Nvidia GTS 450 with 1024MB VRAM excluding GT"", ""DirectX"": ""Version 11"", ""Storage"": ""2 GB available space"", ""Sound Card"": ""DirectX 11 sound device"", ""Additional Notes"": ""Intel integrated graphics not supported""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",370,"8 Dec, 2021"
Neeron: The Blade of Nature,1747080,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747080/header.jpg?t=1632346032,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10 64bit"", ""Processor"": ""Intel i5 8th generation or equivalent"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX 1050TI or equivalent"", ""DirectX"": ""Version 11"", ""Storage"": ""8 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",,"22 Sep, 2021"
Escape From Planet Aelea,1747210,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747210/header.jpg?t=1633288369,"['{""OS "": ""Windows 7"", ""Processor"": ""i7"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Geforce 210"", ""Storage"": ""2 GB available space"", ""Sound Card"": ""NA""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",,"3 Oct, 2021"
Gpi,1747370,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747370/header.jpg?t=1680577819,"['{""OS"": ""Window 10 Home"", ""Processor"": ""IntelR CoreTM I710750H CPU  260GHz  259 GHz"", ""Memory"": ""16 GB RAM"", ""Graphics"": ""NVIDIA GeForce RTX 2070 Super with MaxQ Design"", ""DirectX"": ""Version 12"", ""Storage"": ""458 GB available space"", ""Sound Card"": ""NIVIDIA High Definition Audio""}']","[{'id': '4', 'description': 'Casual'}]",,"21 Sep, 2021"
Kenopsia,1747590,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747590/header.jpg?t=1634031046,"['{""OS"": ""Windowns 10 64bit"", ""Processor"": ""Intel Core i53570K or AMD FX8310"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Nvidia GTX 970 or AMD R9 380"", ""DirectX"": ""Version 12"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""2 GB available space"", ""Additional Notes"": ""In this game you may encounter a variety of visual effects that may provide seizures or loss of consciousness in a minority of people If you or someone you know experiences any of the above symptoms while playing stop and seek medical attention immediately \\tSSD is recomended \\tThis game is made by students Optimization  Quality of the game might vary throughout""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}]",,"12 Oct, 2021"
The Darkest Tales — Into the Nightmare,1747650,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747650/header.jpg?t=1729061027,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel Core i5"", ""Memory"": ""8 GB RAM"", ""Graphics"": ""Nvidia GTX 960"", ""DirectX"": ""Version 11"", ""Storage"": ""7 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}]",,"14 Oct, 2021"
Momodora: Moonlit Farewell,1747760,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747760/header.jpg?t=1734415983,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel Core i5"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""NVIDIA GeForce GTX750 Ti"", ""DirectX"": ""Version 10"", ""Storage"": ""15 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",2507,"11 Jan, 2024"
Blossom Tales II: The Minotaur Prince,1747830,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747830/header.jpg?t=1719409392,"['{""Processor"": ""Intel Pentium E2200 2  2200  AMD Athlon 64 X2 4200 2  2200"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""GeForce 9600 GS  Radeon HD 4670"", ""Storage"": ""1 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}]",145,"16 Aug, 2022"
Demon Turf: Neon Splash,1747890,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1747890/header.jpg?t=1725463724,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 8  Windows 10  Windows 11"", ""Processor"": ""30 GHz processor"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""GeForce GT 740 2048 MB or equivalent  Radeon HD 5770 1024 MB"", ""DirectX"": ""Version 90"", ""Storage"": ""4 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",156,"14 Apr, 2022"
A Sinful Camp,1748050,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748050/header.jpg?t=1737534304,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""WIN10XP"", ""Processor"": ""12 GHz"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""DirectX 9 compatible graphics card"", ""DirectX"": ""Version 90"", ""Storage"": ""512 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",243,"15 Feb, 2022"
Fiasco Restoration and Repair,1748170,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748170/header.jpg?t=1677522182,"['{""OS "": ""Windows 7 or later"", ""Processor"": ""Intel I5 24GHz or AMD equivalent"", ""Memory"": ""6 GB RAM"", ""Graphics"": ""GTX 960 or AMD equivalent"", ""Storage"": ""4 GB available space"", ""Sound Card"": ""NA""}']","[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]",,"27 Feb, 2023"
RESTLESS SOUL,1748230,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748230/header.jpg?t=1662566984,"['{""OS"": ""Microsoft Windows  10"", ""Processor"": ""12GHz processor Intel Core i5 and up"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""DirectX 10 11 or 12 compatible card"", ""DirectX"": ""Version 10"", ""Storage"": ""300 MB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]",176,"1 Sep, 2022"
Octofight Escape,1748310,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748310/header.jpg?t=1663002629,"['{""OS "": ""Windows 7 SP1"", ""Processor"": ""SSE2 instruction set support"", ""Memory"": ""1 GB RAM"", ""DirectX"": ""Version 10"", ""Storage"": ""250 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '2', 'description': 'Strategy'}]",,"5 Nov, 2021"
The Hunt,1748370,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748370/header.jpg?t=1633009178,"['{""OS"": ""Windows 10"", ""Storage"": ""800 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]",,"30 Sep, 2021"
Rocket Bot Royale,1748390,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748390/header.jpg?t=1705085985,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 7 SP1 or later"", ""Processor"": ""Intel or AMD Dual Core at 2GHz or better"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""Intel Graphics 4400 or better"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""300 MB available space"", ""Additional Notes"": ""Requires OpenGL 33 or later""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '2', 'description': 'Strategy'}]",197,"20 Apr, 2022"
Starry Moon Island,1748400,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748400/header.jpg?t=1635465366,"['{""OS"": ""Windows 10"", ""Processor"": ""Intelr Core TM2 CPU T7200  250 GHz"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""ATI Mobility Raedon X1600  Nvidia GeForce 8600M GT"", ""DirectX"": ""Version 12"", ""Storage"": ""50 MB available space"", ""Sound Card"": ""Onboard""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free To Play'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]",,"28 Oct, 2021"
Evil God Korone,1748610,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748610/header.jpg?t=1674468976,"['{""OS"": ""Windows 10"", ""Processor"": ""Intel Core2 Duo or higher"", ""Memory"": ""2 GB RAM"", ""Graphics"": ""Open GL compliant video card"", ""Storage"": ""1 GB available space""}']","[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",430,"7 Nov, 2021"
FlipWitch - Forbidden Sex Hex,1748620,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748620/header.jpg?t=1730717615,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Microsoft Windows 7  8  10"", ""Processor"": ""Dual Core processor"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""integrated"", ""DirectX"": ""Version 90"", ""Storage"": ""1 GB available space"", ""Sound Card"": ""Onboard""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}]",4366,"17 Nov, 2023"
Jaksaljabi,1748640,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748640/header.jpg?t=1640927730,"['{""OS "": ""Windows Vista or higher"", ""Processor"": ""20 GHz Core 2 Duo"", ""Memory"": ""20 GB RAM"", ""Graphics"": ""OpenGL 20 or DirectX 90c"", ""Sound Card"": ""Realtek""}']","[{'id': '25', 'description': 'Adventure'}]",,"24 Sep, 2021"
Voice of Cards: The Forsaken Maiden,1748660,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748660/header.jpg?t=1727457965,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS "": ""Windows 8110 64bit ver1909 and above"", ""Processor"": ""AMD A87600  Intel Core i32100"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""AMD Radeon R7 260X  NVIDIA GeForce GTX 650 VRAM 2GB"", ""DirectX"": ""Version 11"", ""Storage"": ""5 GB available space"", ""Sound Card"": ""DirectX 110 Compatible Sound Card"", ""Additional Notes"": ""Maximum resolution 1920x1080 Monitor capable of 60FPS required Supports Keyboard Mouse and XINPUT gamepads""}']","[{'id': '3', 'description': 'RPG'}]",214,"17 Feb, 2022"
Evolution: Moon Warfare,1748740,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748740/header.jpg?t=1633986640,"['{""Requires"": ""Requires a 64-bit processor and operating system"", ""OS"": ""Windows 10"", ""Processor"": ""i5 or higher"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""1060 or higher"", ""Storage"": ""2 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free To Play'}, {'id': '70', 'description': 'Early Access'}]",,"11 Oct, 2021"
Crystarise,1748750,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1748750/header.jpg?t=1700595020,"['{""OS"": ""Windows 10"", ""Memory"": ""8 GB RAM"", ""Network"": ""Broadband Internet connection"", ""Storage"": ""4 GB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]",234,"27 Apr, 2023"
The Tipping Point,1749030,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1749030/header.jpg?t=1708632708,"['{""OS "": ""Windows 7 SP1"", ""Processor"": ""At least 25 GHz and two cores"", ""Memory"": ""4 GB RAM"", ""Graphics"": ""Intel 4xxx Series w 512MB VRAM"", ""DirectX"": ""Version 10"", ""Storage"": ""300 MB available space"", ""Sound Card"": ""FMOD compatible sound card""}']","[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]",,"22 Feb, 2024"
Netherspace,1749310,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1749310/header.jpg?t=1704504500,"['{""OS"": ""108817VistaXP"", ""Processor"": ""Intel DualCore Processor or higher"", ""Memory"": ""1 GB RAM"", ""Storage"": ""100 MB available space""}']","[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '37', 'description': 'Free To Play'}]",,"5 Oct, 2021"
Gobby McGobblenutz Presents: The Art of the Dad Joke: Chapter 1,1749350,False,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1749350/header.jpg?t=1677260756,"['{""OS "": ""Windows 98XPVista7810"", ""Processor"": ""Intel Pentium III 800 Mhz"", ""Graphics"": ""1024x768 or better video resolution in High Color mode"", ""Storage"": ""700 MB available space"", ""Sound Card"": ""DirectSoundcompatible sound card""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]",154,"15 Nov, 2021"
Chill Corner,1749630,True,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1749630/header.jpg?t=1726312094,"['{""OS "": ""Windows 7"", ""Processor"": ""Intel Core 2 Dual or AMD Equivalent"", ""Memory"": ""1 GB RAM"", ""Graphics"": ""Intel HD Graphics"", ""DirectX"": ""Version 90"", ""Storage"": ""500 MB available space""}']","[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '37', 'description': 'Free To Play'}]",,"17 Dec, 2021"
